Designator,Pin,PinName,Net,Category,Description
U36,18,,ROW3,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,19,,3V3,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,20,,ROW2,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,21,,GND,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,22,,ROW1,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,23,,3V3,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,24,,GND,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,25,,,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,26,,$1N8557,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,27,,VBUS,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,28,,ROW0,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,29,,DN,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,30,,$1N8402,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,31,,DP,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,32,,RGB_DATA,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,33,,RGB_PWR_EN,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,34,,IP5305T_WAKEUP,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,35,,IP5305T_I2C_SCK,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,36,,IP5305T_I2C_SDA,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,37,,SWD,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,38,,$1N8549,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,39,,SCK,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,40,,,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,41,,BAT_ADC_EN,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,42,,EC11B,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
U36,43,,EC11A,IC/模块,1、原装进口nRF52840射频芯片。2、支持蓝牙4.2和5.0协议。3、芯片自带高性能ARM CORTEX-M4F内核。4、芯片自带32.768K实时时钟。5、四层高性能PCB板，射频特性优异，可以通过各种认证。6、模块引出了大部分的IO口。7、模块出厂无程序，用户需要进行二次开发。
R5,1,,$1N8108,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R5,2,,MODE,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R16,1,,3V3,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R16,2,,$1N8291,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R17,1,,GND,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R17,2,,$1N8291,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
C9,1,,MODE,电容,容值:100nF;精度:±10%;额定电压:16V;温度系数:X7R;
C9,2,,GND,电容,容值:100nF;精度:±10%;额定电压:16V;温度系数:X7R;
R18,1,,$1N8286,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R18,2,,GND,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R19,1,,3V3,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R19,2,,$1N8311,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
U1,1,,$1N8286,IC/模块,安装方式:弯插;额定电流:300mA;额定电压:50V;工作寿命:1万次;
U1,2,,$1N8108,IC/模块,安装方式:弯插;额定电流:300mA;额定电压:50V;工作寿命:1万次;
U1,3,,$1N8291,IC/模块,安装方式:弯插;额定电流:300mA;额定电压:50V;工作寿命:1万次;
U1,4,,$1N8311,IC/模块,安装方式:弯插;额定电流:300mA;额定电压:50V;工作寿命:1万次;
U1,5,,$1N8424,IC/模块,安装方式:弯插;额定电流:300mA;额定电压:50V;工作寿命:1万次;
U1,6,,,IC/模块,安装方式:弯插;额定电流:300mA;额定电压:50V;工作寿命:1万次;
R20,1,,$1N8424,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R20,2,,GND,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R21,1,,GND,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
R21,2,,$1N8558,电阻,电阻类型:薄膜电阻;阻值:1kΩ;精度:±0.1%;功率:62.5mW;工作电压:50V;温度系数:±25ppm/℃;
U39,1,,DN,IC/模块,极性:双向;反向截止电压(Vrwm):5V;钳位电压:14V;峰值脉冲电流(Ipp):6A;击穿电压:6V;
U39,2,,GND,IC/模块,极性:双向;反向截止电压(Vrwm):5V;钳位电压:14V;峰值脉冲电流(Ipp):6A;击穿电压:6V;
U39,3,,DP,IC/模块,极性:双向;反向截止电压(Vrwm):5V;钳位电压:14V;峰值脉冲电流(Ipp):6A;击穿电压:6V;
U39,4,,$1N8,IC/模块,极性:双向;反向截止电压(Vrwm):5V;钳位电压:14V;峰值脉冲电流(Ipp):6A;击穿电压:6V;
U39,5,,VBUS,IC/模块,极性:双向;反向截止电压(Vrwm):5V;钳位电压:14V;峰值脉冲电流(Ipp):6A;击穿电压:6V;
U39,6,,$1N5,IC/模块,极性:双向;反向截止电压(Vrwm):5V;钳位电压:14V;峰值脉冲电流(Ipp):6A;击穿电压:6V;
R23,1,,$1N5,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±5%;功率:62.5mW;工作电压:50V;
R23,2,,DN,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±5%;功率:62.5mW;工作电压:50V;
R24,1,,$1N8,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±5%;功率:62.5mW;工作电压:50V;
R24,2,,DP,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±5%;功率:62.5mW;工作电压:50V;
X1,1,,$1N8329,连接器,晶振类型:贴片晶振;频率:32.768kHz;常温频差:±20ppm;负载电容:12.5pF;频率稳定度:±30ppm;
X1,2,,$1N8328,连接器,晶振类型:贴片晶振;频率:32.768kHz;常温频差:±20ppm;负载电容:12.5pF;频率稳定度:±30ppm;
C1,1,,3V3,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C1,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C2,1,,3V3,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C2,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
P3,1,,SCREEN_BLK,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
P3,2,,SCREEN_RES,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
P3,3,,SCREEN_DC,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
P3,4,,SCREEN_SDA,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
P3,5,,SCREEN_SCL,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
P3,6,,3V3,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
P3,7,,SCREEN_CS,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
P3,8,,GND,连接器,插孔结构:1x8P;间距:2.54mm;行距:-;圆孔/方孔:方孔;安装方式:直插;排数:单排;总孔位数:8P;额定电流:3A;插孔方向:顶部;塑高:8.5mm;触头材质:黄铜;触头镀层:金;工作温度:-55℃~+105℃;
C8,1,,3V3,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C8,2,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C10,1,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C10,2,,3V3,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C12,1,,GND,电容,容值:12pF;精度:±5%;额定电压:50V;温度系数:C0G;
C12,2,,$1N8328,电容,容值:12pF;精度:±5%;额定电压:50V;温度系数:C0G;
C13,1,,$1N8329,电容,容值:12pF;精度:±5%;额定电压:50V;温度系数:C0G;
C13,2,,GND,电容,容值:12pF;精度:±5%;额定电压:50V;温度系数:C0G;
CN1,1,,VBAT,连接器,插针结构:1x2P;间距:2.54mm;安装方式:卧贴;参考系列:XH;总PIN数:2P;排数:1;每排PIN数:2;行距:-;额定电流:3A;触头材质:黄铜;触头镀层:锡;工作温度范围:-25℃~+85℃;
CN1,2,,GND,连接器,插针结构:1x2P;间距:2.54mm;安装方式:卧贴;参考系列:XH;总PIN数:2P;排数:1;每排PIN数:2;行距:-;额定电流:3A;触头材质:黄铜;触头镀层:锡;工作温度范围:-25℃~+85℃;
CN1,3,,,连接器,插针结构:1x2P;间距:2.54mm;安装方式:卧贴;参考系列:XH;总PIN数:2P;排数:1;每排PIN数:2;行距:-;额定电流:3A;触头材质:黄铜;触头镀层:锡;工作温度范围:-25℃~+85℃;
CN1,4,,,连接器,插针结构:1x2P;间距:2.54mm;安装方式:卧贴;参考系列:XH;总PIN数:2P;排数:1;每排PIN数:2;行距:-;额定电流:3A;触头材质:黄铜;触头镀层:锡;工作温度范围:-25℃~+85℃;
C3,1,,$1N8445,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
C3,2,,GND,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
C23,1,,$1N8445,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
C23,2,,GND,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
U40,1,,$1N8521,IC/模块,电感值:1uH;精度:±20%;额定电流:4A;饱和电流(Isat):5.6A;类型:-;
U40,2,,VBAT,IC/模块,电感值:1uH;精度:±20%;额定电流:4A;饱和电流(Isat):5.6A;类型:-;
C32,1,,GND,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
C32,2,,VBAT,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
R29,1,,$1N8460,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±200ppm/℃;
R29,2,,VBUS,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±200ppm/℃;
C38,1,,GND,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
C38,2,,$1N8461,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
C39,1,,GND,电容,容值:10uF;精度:±20%;额定电压:10V;温度系数:X5R;
C39,2,,VBUS,电容,容值:10uF;精度:±20%;额定电压:10V;温度系数:X5R;
C33,1,,GND,电容,容值:10uF;精度:±20%;额定电压:10V;温度系数:X5R;
C33,2,,$1N8460,电容,容值:10uF;精度:±20%;额定电压:10V;温度系数:X5R;
SW4,1,,$1N8509,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
SW4,2,,MANUAL_WAKE,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
SW4,3,,$1N8510,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
SW4,4,,,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
SW4,5,,$1N8445,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
SW4,6,,SYS_POWER,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
SW4,7,,,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
SW4,8,,,其他,电路结构:双刀双掷;安装方式:-;开关颜色:黑色;额定电流(DC):1A;额定电压(DC):24V;机械寿命:1万次;
C34,1,,GND,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
C34,2,,SYS_POWER,电容,容值:22uF;精度:±20%;额定电压:16V;温度系数:X5R;
R2,1,,$1N8491,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R2,2,,$1N8517,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
U41,1,,MANUAL_WAKE,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
U41,2,,VBAT,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
U41,3,,VBAT,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
U41,4,,GND,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
U41,5,,$1N8506,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
U41,6,,GND,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
U41,7,,$1N8499,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
U41,8,,VBAT,IC/模块,工作电压:1.65V~5.5V;输入类型:施密特触发器;静态电流(Iq):20uA;传播延迟(tpd):18.5ns;
C17,1,,GND,电容,容值:1uF;精度:±10%;额定电压:25V;温度系数:X5R;
C17,2,,VBAT,电容,容值:1uF;精度:±10%;额定电压:25V;温度系数:X5R;
C22,1,,GND,电容,容值:1uF;精度:±10%;额定电压:25V;温度系数:X5R;
C22,2,,$1N8499,电容,容值:1uF;精度:±10%;额定电压:25V;温度系数:X5R;
R4,1,,$1N8499,电阻,电阻类型:厚膜电阻;阻值:680kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R4,2,,VBAT,电阻,电阻类型:厚膜电阻;阻值:680kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R3,1,,GND,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R3,2,,$1N8510,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R22,1,,$1N8509,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R22,2,,VBAT,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
Q3,1,,$1N8506,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):500mA;导通电阻(RDS(on)):5Ω@10V,200mA;耗散功率(Pd):225mW;阈值电压(Vgs(th)):3V@1.0mA;
Q3,2,,GND,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):500mA;导通电阻(RDS(on)):5Ω@10V,200mA;耗散功率(Pd):225mW;阈值电压(Vgs(th)):3V@1.0mA;
Q3,3,,$1N8517,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):500mA;导通电阻(RDS(on)):5Ω@10V,200mA;耗散功率(Pd):225mW;阈值电压(Vgs(th)):3V@1.0mA;
R26,1,,IP5305T_WAKEUP,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R26,2,,$1N8491,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
U2,1,,VBUS,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,2,,IP5305T_I2C_SCK,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,3,,IP5305T_I2C_SDA,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,4,,,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,5,,$1N8491,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,6,,$1N8461,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,7,,$1N8521,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,8,,$1N8445,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
U2,9,,GND,IC/模块,2.1A 充电 2.4 A 放电高集成度移动电源 SOC
R28,1,,IP5305T_I2C_SDA,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R28,2,,3V3,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R31,1,,IP5305T_I2C_SCK,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R31,2,,3V3,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
U37,1,,SYS_POWER,IC/模块,输出类型:固定;工作电压:20V;输出电压:3.3V;输出电流:500mA;电源纹波抑制比(PSRR):70dB@(1kHz);输出极性:正极;
U37,2,,GND,IC/模块,输出类型:固定;工作电压:20V;输出电压:3.3V;输出电流:500mA;电源纹波抑制比(PSRR):70dB@(1kHz);输出极性:正极;
U37,3,,SYS_POWER,IC/模块,输出类型:固定;工作电压:20V;输出电压:3.3V;输出电流:500mA;电源纹波抑制比(PSRR):70dB@(1kHz);输出极性:正极;
U37,4,,,IC/模块,输出类型:固定;工作电压:20V;输出电压:3.3V;输出电流:500mA;电源纹波抑制比(PSRR):70dB@(1kHz);输出极性:正极;
U37,5,,3V3,IC/模块,输出类型:固定;工作电压:20V;输出电压:3.3V;输出电流:500mA;电源纹波抑制比(PSRR):70dB@(1kHz);输出极性:正极;
C24,1,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C24,2,,3V3,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C25,1,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C25,2,,SYS_POWER,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
R130,1,,$1N8565,电阻,电阻类型:厚膜电阻;阻值:4.7kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R130,2,,3V3,电阻,电阻类型:厚膜电阻;阻值:4.7kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
SCREW1,1,,GND,其他,
R7,1,,$1N8461,电阻,电阻类型:厚膜电阻;阻值:500mΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±800ppm/℃;
R7,2,,VBAT,电阻,电阻类型:厚膜电阻;阻值:500mΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±800ppm/℃;
SCREW2,1,,GND,其他,
